POS,Name,STU,MOV,CON,PBABIP,HRR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,STM,HLD,G,GS,IP,R,HR/9,K%,BB%,ERA+,FIP-,rWAR
RP,Richard Jimenez,25,25,20,55,20,30,20,25,-,-,-,-,-,-,-,-,-,3,FB,87-89,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Victor Jimenez,20,35,30,40,30,25,20,-,-,-,20,-,-,-,-,-,-,3,NEU,87-89,65,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Yoryi Jimenez,20,45,20,55,45,35,20,-,25,-,-,-,-,-,-,-,-,3,FB,93-95,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Aaron Johanson,35,20,20,45,20,40,-,-,25,-,-,-,-,-,-,-,-,2,EX FB,88-90,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Bryan Johnson,25,30,20,45,25,35,20,-,-,-,-,20,-,-,-,-,-,3,NEU,91-93,60,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cameron Johnson,35,35,20,60,30,45,25,-,40,-,-,-,-,-,-,-,-,3,NEU,94-96,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kyle Johnson,35,40,40,50,35,45,35,35,-,-,-,-,-,-,-,-,-,3,NEU,94-96,50,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Olin Johnson,30,35,30,55,30,40,20,25,30,-,-,-,-,-,-,-,-,4,FB,92-94,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Parker Johnson,30,30,20,50,20,35,30,35,-,-,-,-,-,-,-,-,-,3,FB,89-91,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Seth Johnson,25,20,20,40,20,25,20,-,-,-,25,-,-,-,-,-,-,3,NEU,87-89,65,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Zach Johnston,25,20,25,45,20,30,20,25,-,-,-,-,-,-,-,-,-,3,FB,86-88,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Connor Johnstone,30,50,60,55,50,-,45,40,35,40,-,-,-,-,-,-,-,4,GB,86-88,55,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Eric Jokisch,35,45,45,40,45,-,45,45,35,45,-,-,-,-,-,-,-,4,NEU,87-89,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Isaiah Jones,35,45,20,50,45,45,-,-,30,35,-,-,-,-,-,-,-,3,NEU,92-94,70,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,James Jones,40,45,35,55,45,-,-,-,45,45,-,-,-,-,-,-,-,2,GB,91-93,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jason Jones,35,20,25,35,20,45,20,-,-,-,-,-,-,-,-,-,-,2,NEU,93-95,30,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jordan Jones,35,40,25,50,35,45,35,35,40,-,-,-,-,-,-,-,-,4,FB,93-95,35,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Roger Jorge,20,50,25,55,45,30,30,-,25,-,-,-,-,-,-,-,-,3,EX FB,90-92,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Armando Jose,35,35,25,50,30,40,-,-,-,-,-,-,-,-,-,40,-,2,NEU,91-93,25,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ron Joyner,20,20,20,40,20,-,20,-,20,-,20,20,-,-,-,-,-,4,NEU,89-91,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Chandler Jozwiak,35,45,45,50,45,40,30,-,35,-,-,-,-,-,-,-,-,3,FB,90-92,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jorge Juarez,20,20,20,40,20,25,20,-,-,-,25,-,-,-,-,-,-,3,FB,88-90,45,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Willie Juarez,30,25,20,40,20,35,25,-,-,30,-,-,-,-,-,-,-,3,NEU,89-91,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Matt Judd,40,45,20,50,40,-,-,40,-,40,-,-,-,-,-,-,-,2,NEU,97-99,40,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Blake Julius,20,30,20,45,20,30,25,20,-,-,-,-,-,-,-,-,-,3,NEU,90-92,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kaimi Kahalekai,30,25,20,45,20,40,25,30,-,-,-,-,-,-,-,-,-,3,FB,90-92,60,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kyle Kahn,20,20,25,50,20,25,20,25,-,-,-,-,-,-,-,-,-,3,EX FB,86-88,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Yoshikazu Kamikawa,35,20,20,45,20,45,-,25,-,-,-,-,-,-,-,-,-,2,FB,94-96,30,80,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Robby Keating,35,20,20,30,20,-,20,35,35,-,30,30,-,-,-,-,-,5,NEU,90-92,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Aidan Keenan,35,40,30,50,35,40,35,40,-,-,-,-,-,-,-,-,-,3,NEU,90-92,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Colin Kelly,30,30,20,50,25,30,-,-,-,25,-,-,-,25,-,-,-,3,NEU,88-90,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ryan Kennedy,30,20,25,50,20,40,25,-,25,-,-,-,-,-,-,-,-,3,EX FB,91-93,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Kevin Kerecz,25,20,25,40,20,35,-,-,25,-,-,-,-,-,-,-,-,2,EX FB,91-93,25,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dallas Keuchel,35,45,45,45,45,-,45,-,35,40,-,35,-,-,-,-,-,4,NEU,88-90,45,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ishaan Khambal,20,20,30,50,20,25,20,20,-,-,-,-,-,-,-,-,-,3,FB,88-90,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,John Kilroy,35,30,30,45,25,45,20,-,-,-,35,-,-,-,-,-,-,3,NEU,93-95,55,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jacob King,35,30,30,55,20,40,25,30,-,-,-,-,-,-,-,-,-,3,FB,91-93,35,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Tyler King,20,20,25,40,20,30,20,-,-,-,-,-,-,-,-,-,-,2,FB,90-92,40,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Chance Kirby,35,50,45,55,50,40,45,40,-,-,-,-,-,-,-,-,-,3,FB,89-91,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,William Kirk,20,30,25,55,25,30,20,25,-,-,-,-,-,-,-,-,-,3,NEU,89-91,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,James Kleiven,30,30,20,50,20,40,20,30,-,-,-,-,-,-,-,-,-,3,NEU,92-94,45,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kellan Klosterman,20,30,20,45,20,30,20,-,30,-,-,-,-,-,-,-,-,3,NEU,91-93,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Aidan Knaak,35,35,35,50,35,40,35,35,-,-,-,-,-,-,-,-,-,3,NEU,91-93,60,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,David Knott,35,35,30,45,30,45,-,-,-,-,20,-,-,-,-,-,-,2,NEU,97-99,35,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Scott Kobos,45,50,35,55,45,45,40,-,45,-,-,-,-,-,-,-,-,3,EX FB,93-95,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,John Kolosky,40,40,20,45,40,45,-,-,-,40,-,35,-,-,-,-,-,3,NEU,92-94,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Zack Konstantinovsky,30,30,35,45,25,35,30,-,35,-,-,-,-,-,-,-,-,3,NEU,90-92,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Ryan Koopmann,40,35,35,50,35,-,-,-,40,40,-,-,-,-,-,-,-,2,NEU,93-95,30,70,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jacob Kostyshock,40,45,35,50,45,45,30,-,40,-,-,-,-,-,-,-,-,3,NEU,95-97,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jackson Kowar,50,50,40,50,50,55,55,60,50,-,-,-,-,-,-,-,-,4,NEU,95-97,40,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jason Krakoski,35,40,30,45,35,40,30,-,40,-,-,-,-,-,-,-,-,3,NEU,90-92,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Alex Kranzler,35,35,35,45,35,45,25,-,45,-,-,-,-,-,-,-,-,3,NEU,94-96,40,30,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Spencer Krasner,30,30,25,45,25,35,20,30,-,-,-,-,-,-,-,-,-,3,NEU,90-92,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brayden Krenzel,30,25,25,50,20,-,20,-,35,30,-,-,-,-,-,-,-,3,GB,91-93,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Zac Kristofak,20,45,45,45,45,35,-,-,30,-,25,-,-,-,-,-,-,3,FB,93-95,35,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,JT Kroner,20,20,20,50,20,25,20,25,-,-,-,-,-,-,-,-,-,3,FB,87-89,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Colby Krzesinski,20,20,25,40,20,30,20,-,-,-,-,-,-,-,-,-,-,2,NEU,90-92,40,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Trayson Kubo,40,50,35,55,50,-,45,-,45,45,-,-,-,-,-,-,-,3,NEU,86-88,35,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Max Kuhns,45,45,25,55,45,45,45,45,-,-,-,-,-,-,-,-,-,3,NEU,89-91,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tegan Kuhns,35,30,35,55,20,40,25,35,30,-,-,-,-,-,-,-,-,4,NEU,91-93,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Nick Kuzia,35,45,40,55,45,-,-,-,40,40,-,-,-,-,-,-,-,2,NEU,91-93,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Noah LaFine,25,25,30,50,20,35,25,25,30,-,25,-,-,-,-,-,-,5,FB,90-92,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Garrett Lambert,30,20,20,35,20,-,25,30,-,-,-,30,-,-,-,-,-,3,FB,89-91,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Peter Lambert,45,45,45,50,45,50,45,40,50,-,-,40,-,-,-,-,-,5,EX FB,95-97,40,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dinelson Lamet,40,50,45,55,45,50,35,-,45,40,-,-,-,-,-,-,-,4,NEU,95-97,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Joey Lancellotti,45,45,30,50,40,50,40,-,50,-,-,40,-,-,-,-,-,4,FB,93-95,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Yon Landaeta,35,45,20,50,45,35,-,-,35,-,-,-,-,-,-,-,-,2,FB,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Carson Lane,25,20,20,35,20,25,-,-,25,-,-,-,-,-,-,-,-,2,FB,86-88,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Connor Langdon,30,20,20,50,20,35,20,30,35,-,-,-,-,-,-,-,-,4,NEU,89-91,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jake Lankie,25,20,20,35,20,30,20,25,25,-,-,-,-,-,-,-,-,4,NEU,89-91,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tommy LaPour,35,35,30,50,30,50,30,35,-,-,-,-,-,-,-,-,-,3,NEU,95-97,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Chris Larrow,20,40,20,45,40,45,-,-,-,-,-,-,-,25,-,-,-,2,FB,95-97,35,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Quinn Larson,35,35,30,50,30,45,25,-,40,-,-,-,-,-,-,-,-,3,NEU,93-95,45,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Naulivou Lauaki Jr.,25,35,30,45,30,35,20,-,30,-,-,-,-,-,-,-,-,4,GB,91-93,60,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jim Laursen,30,20,20,40,20,35,20,-,35,-,-,-,-,-,-,-,-,3,FB,91-93,60,70,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Colson Lawrence,45,30,20,55,25,45,-,-,45,-,-,-,-,-,-,-,-,2,NEU,92-94,30,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Reggie Lawson,40,45,25,55,45,50,40,45,-,-,-,-,-,-,-,-,-,3,EX FB,93-95,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Chet Lax,30,30,35,40,30,30,40,35,30,-,-,-,-,-,-,-,-,4,NEU,86-88,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Victor Lazala,20,30,20,50,20,30,-,-,25,-,-,-,-,-,-,-,-,2,NEU,90-92,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jemir Leal,30,45,25,55,45,30,-,30,-,-,-,-,-,-,-,-,-,2,NEU,87-89,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Marcus LeClair,30,20,30,40,20,30,30,40,-,-,-,-,-,-,-,-,-,3,EX FB,85-87,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Justin Ledet,25,35,20,45,30,-,20,30,30,-,-,30,-,-,-,-,-,4,NEU,91-93,60,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Dave Ledger,35,20,20,50,20,40,-,35,-,-,-,-,-,-,-,-,-,2,FB,92-94,35,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Luis Ledo,40,45,25,50,40,-,25,-,40,40,-,-,-,-,-,-,-,3,NEU,95-97,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Justin Lee,20,35,30,50,30,30,-,-,25,-,25,-,-,-,-,-,-,3,NEU,91-93,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Haiden Leffew,40,35,30,45,35,45,40,45,-,-,-,-,-,-,-,-,-,3,FB,92-94,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jacob Leggett,20,20,25,45,20,30,-,-,-,20,-,20,-,-,-,-,-,3,NEU,91-93,65,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Justin LeGuernic,30,40,25,50,40,-,30,-,35,35,-,-,-,-,-,-,-,3,GB,91-93,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Taylor Lehman,45,50,30,50,50,45,-,45,-,-,-,40,-,-,-,-,-,3,NEU,92-94,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jason Lema,20,20,30,35,20,30,-,20,-,20,-,-,-,-,-,-,-,3,NEU,89-91,70,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Gary Lembeck,35,25,25,45,20,35,25,-,-,30,-,-,-,-,-,-,-,3,NEU,90-92,55,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Willie Lemus,20,20,20,35,20,25,20,-,20,-,-,-,-,-,-,-,-,3,FB,87-89,60,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Javier Lendof,20,20,20,55,20,30,-,-,25,-,-,-,-,-,-,-,-,2,NEU,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jesus Leon,30,30,20,50,20,35,20,25,-,-,-,-,-,-,-,-,-,3,NEU,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kadyn Leon,20,20,25,45,20,30,20,30,-,-,-,-,-,-,-,-,-,3,NEU,91-93,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Maycold Leon,35,50,20,55,50,35,35,-,35,-,-,-,-,-,-,-,-,3,NEU,90-92,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Rohan Lettow,20,30,30,45,25,35,-,20,30,-,-,-,-,-,-,-,-,3,FB,91-93,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
CL,Ray Levitt,20,30,20,50,25,40,-,20,-,-,-,-,-,-,-,-,-,2,NEU,95-97,35,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Chris Levonas,35,30,30,50,25,40,25,35,40,-,-,-,-,-,-,-,-,4,NEU,92-94,40,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Donte Lewis,20,20,20,45,20,30,20,20,25,-,-,-,-,-,-,-,-,4,NEU,91-93,45,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Zach Lewis,25,20,25,50,20,35,20,25,-,-,-,-,-,-,-,-,-,3,FB,90-92,45,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Euclides Leyer,40,45,35,55,45,40,40,45,-,-,-,-,-,-,-,-,-,3,NEU,89-91,30,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Wil Libbert,35,35,30,50,30,40,30,30,35,-,-,-,-,-,-,-,-,4,NEU,92-94,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Bianger Liendo,35,20,20,50,20,40,-,35,-,-,-,-,-,-,-,-,-,2,NEU,89-91,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Christian Lim,35,35,40,50,30,40,40,-,40,-,-,-,-,-,-,-,-,3,NEU,90-92,55,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Elvi Lina,35,25,20,50,20,35,20,35,-,-,-,-,-,-,-,-,-,3,FB,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Diego Linares,25,45,20,55,45,30,-,-,25,-,-,-,-,-,-,-,-,2,FB,88-90,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jose Linares,35,45,20,50,40,40,30,-,35,-,-,-,-,-,-,-,-,3,NEU,91-93,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jeff Lindgren,35,50,50,50,50,40,35,-,40,-,-,-,-,-,-,-,-,3,EX FB,91-93,50,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Zach Linginfelter,40,45,20,50,45,-,35,-,45,40,-,-,-,-,-,-,-,3,EX GB,92-94,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Eli Lingos,30,50,45,55,50,35,40,35,-,-,-,-,-,-,-,-,-,3,FB,88-90,50,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Dustin Lipari,30,25,25,35,20,30,25,-,-,-,-,30,-,-,-,-,-,3,NEU,88-90,50,75,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
CL,Gil Lira,45,45,25,55,45,55,-,50,-,-,-,-,-,-,-,-,-,2,EX GB,97-99,35,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Rich Liriano,20,20,30,40,20,30,20,-,-,20,-,-,-,-,-,-,-,3,FB,90-92,70,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Justin Little,20,30,20,50,20,35,20,-,-,25,-,-,-,-,-,-,-,3,GB,94-96,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,John Locker,20,20,20,50,20,25,20,25,-,-,-,-,-,-,-,-,-,3,NEU,88-90,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Brett Lockwood,25,50,25,55,50,-,25,-,30,30,-,-,-,-,-,-,-,3,GB,89-91,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Conner Loeprich,40,50,55,55,50,45,45,45,-,-,-,-,-,-,-,-,-,3,NEU,91-93,45,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Simon Lollobrigida,20,20,20,40,20,25,20,-,20,-,-,-,-,-,-,-,-,3,FB,88-90,45,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Tucker Long,20,30,25,50,25,35,20,-,30,-,-,-,-,-,-,-,-,3,NEU,91-93,50,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Alex Lopez,30,20,20,35,20,30,20,-,-,25,-,-,-,-,-,-,-,3,FB,88-90,60,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Celso Lopez,25,20,20,50,20,25,25,-,25,-,-,-,-,-,-,-,-,3,EX FB,84-86,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Dave Lopez,40,20,30,35,20,40,-,-,-,30,-,25,-,-,-,-,-,3,FB,91-93,30,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,David Lopez,20,35,20,45,30,25,20,-,20,25,-,-,-,-,-,-,-,4,NEU,89-91,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jason Lopez,20,30,25,40,25,25,20,-,-,-,20,-,-,-,-,-,-,3,NEU,87-89,60,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kaiden Lopez,35,30,20,50,25,40,30,35,35,-,-,-,-,-,-,-,-,4,NEU,92-94,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Leo Lopez,35,20,25,40,20,40,20,30,35,-,30,-,-,-,-,30,-,6,EX FB,90-92,65,70,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Manny Lopez,35,40,35,55,40,45,20,-,-,-,-,-,-,-,-,35,-,3,GB,91-93,60,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Matthew Lopez,30,20,25,50,20,30,-,25,-,-,-,-,-,-,-,-,-,2,EX FB,87-89,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Roberto Lopez,20,20,30,40,20,30,20,-,-,20,-,-,-,-,-,-,-,3,FB,89-91,60,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jhoan Lorenzo,20,20,20,50,20,25,-,-,25,-,-,-,-,-,-,-,-,2,NEU,89-91,40,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brady Louck,35,30,30,45,25,40,45,45,-,-,-,-,-,-,-,-,-,3,FB,88-90,45,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
CL,Conor Loveland,20,35,25,50,30,25,25,-,-,-,-,-,-,-,-,-,-,2,NEU,87-89,35,25,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Cooper Loveridge,30,20,20,45,20,35,20,25,30,-,-,-,-,-,-,-,-,4,EX FB,90-92,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Miguel Loza,25,20,25,40,20,25,-,-,-,25,20,25,-,-,-,-,-,4,NEU,87-89,50,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Cristhofer Lozoya,25,30,25,50,20,30,20,-,25,-,-,-,-,-,-,-,-,3,NEU,89-91,30,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Juan Luces,20,20,25,35,20,25,20,-,-,-,20,-,-,-,-,-,-,3,FB,89-91,50,35,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Francisco Lucumi,25,45,20,55,45,35,25,25,-,-,-,-,-,-,-,-,-,3,FB,91-93,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Leonardo Lugo,20,45,20,50,45,30,-,20,-,-,-,-,-,-,-,-,-,2,EX FB,91-93,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Rito Lugo,40,45,45,55,45,40,40,40,-,-,-,-,-,-,-,-,-,3,NEU,90-92,45,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Yannelbinson Lugo,20,30,25,50,20,30,20,20,-,-,-,-,-,-,-,-,-,3,FB,90-92,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Tony Lumb,30,35,30,50,35,-,-,-,30,-,-,30,-,-,-,-,-,2,NEU,85-87,30,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jordan Luna,30,30,25,45,25,35,25,-,30,-,-,-,-,-,-,-,-,3,NEU,89-91,55,65,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Brandon Luu,30,35,25,45,35,30,35,-,30,-,-,-,-,-,-,-,-,3,NEU,87-89,55,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Jordan Lyles,40,45,55,55,40,45,35,-,40,-,-,35,-,-,-,30,-,5,FB,93-95,55,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Jack Lynch,30,45,20,50,45,40,30,30,-,-,-,-,-,-,-,-,-,3,NEU,91-93,30,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Kyle Magrans,25,20,25,50,20,30,25,25,-,-,-,-,-,-,-,-,-,3,FB,88-90,55,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Mauricio Maican,30,45,20,55,40,30,40,25,-,-,-,-,-,-,-,-,-,3,NEU,89-91,35,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ray Mailman,35,30,30,45,20,35,30,30,-,30,-,-,-,-,-,-,-,4,FB,90-92,50,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ed Mairena,30,20,20,40,20,35,20,-,35,-,-,-,-,-,-,-,-,3,NEU,88-90,60,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Chance Mako,40,30,20,50,25,45,30,-,45,-,-,-,-,-,-,-,-,3,FB,92-94,30,40,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Ryan Malpartida,25,40,25,45,40,25,25,25,20,25,30,-,-,-,-,-,-,6,FB,87-89,40,55,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
SP,Payton Manca,35,20,30,45,20,40,30,-,40,-,-,-,-,-,-,-,-,3,FB,89-91,50,45,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Matt Manning,40,50,50,55,45,45,35,35,45,-,-,-,-,-,-,-,-,4,EX FB,94-96,50,60,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
RP,Eudrys Manon,40,50,30,55,50,45,40,45,-,-,-,-,-,-,-,-,-,3,NEU,91-93,30,50,0,0,0.0,0,0.0,0.0,0.0,100,0,0.0
